Date,Open,High,Low,Close,Volume,Volume Quote,Market,Instrument,Total Index
2025-09-13,21385.27373717273,21553.8897891873,21258.657848159677,21376.997843160567,10442869.7561802,223689655850.907,cadli,SOL-USD,216083
2025-09-12,20194.425216831085,21532.763082764366,20145.243059483346,21385.27373717273,38706827.77096,812847565073.9604,cadli,SOL-USD,429094
2025-09-11,19782.654620488294,20210.58410842942,19580.680571006185,20194.425216831085,30658223.4755949,610928560838.5221,cadli,SOL-USD,586051
2025-09-10,19175.45163622689,19925.874908202346,18997.175089916283,19782.654620488294,28460844.1002347,556659404764.6873,cadli,SOL-USD,584169
2025-09-09,18903.346765916507,19392.660155358713,18625.922813949986,19175.45163622689,27157431.6844592,517488097441.45996,cadli,SOL-USD,488608
2025-09-08,18222.353326795772,19158.011048956963,18155.496116468687,18903.346765916507,31601693.0161873,593313233290.8525,cadli,SOL-USD,685560
2025-09-07,17679.35695805264,18355.953195256137,17675.42642281897,18222.353326795772,12589540.3100975,226720044894.2337,cadli,SOL-USD,780958
2025-09-06,17960.157777430206,18068.283693103334,17616.718669573984,17679.35695805264,9759431.49302646,174105140097.7411,cadli,SOL-USD,787926
2025-09-05,17868.961858476185,18539.8379710144,17751.328252563755,17960.157777430206,25848614.5689952,468392390164.18634,cadli,SOL-USD,733455
2025-09-04,18606.488094353586,18708.17145228335,17827.417555540545,17868.961858476185,18021047.6289177,327903159527.8315,cadli,SOL-USD,770668
2025-09-03,18503.213740387808,18791.079177260497,18311.170693425516,18606.488094353586,22952188.4658577,425846295913.4725,cadli,SOL-USD,862671
2025-09-02,17416.734967318032,18503.27955844892,17375.711403308367,18503.213740387808,30114362.6223238,540149838509.4538,cadli,SOL-USD,698599
2025-09-01,17722.84706895496,18048.23367783091,17152.190636233507,17416.734967318032,26107055.226976,458651902844.7106,cadli,SOL-USD,600293
2025-08-31,17898.54351112589,18243.98779091247,17694.08540442052,17722.84706895496,16439630.083984,296238740173.35486,cadli,SOL-USD,846768
2025-08-30,18122.14284580474,18282.59378036865,17456.170265787398,17898.54351112589,20100212.7412567,359463427908.40894,cadli,SOL-USD,862043
2025-08-29,18935.071058647263,19238.733611004336,17671.886941925328,18122.14284580474,49815601.0674411,921420691237.5876,cadli,SOL-USD,610599
2025-08-28,17918.982212915358,19123.075899088275,17817.470023287828,18935.071058647263,41696017.7878568,779823795351.7008,cadli,SOL-USD,768785
2025-08-27,17295.86089430528,18718.606598899405,17117.586760935446,17918.982212915358,44702018.8169419,808326914558.635,cadli,SOL-USD,687284
2025-08-26,16546.438702967156,17486.127532067756,16418.576153955615,17295.86089430528,29477198.7638332,496049671104.1481,cadli,SOL-USD,514845
2025-08-25,18182.554346060293,18830.58388223005,16404.075362125408,16546.438702967156,47300864.8005708,831068035852.6431,cadli,SOL-USD,392898
