Date,Open,High,Low,Close,Volume,Volume Quote,Market,Instrument,Total Index
2025-09-13,80.95134595653012,84.13189884742634,80.91018219804135,83.39553589175699,754010994.8596,62190583964.42376,cadli,ADA-USD,124569
2025-09-12,78.91874207011524,81.01958537368344,77.97147131293909,80.95134595653012,994865065.455797,79084232723.02383,cadli,ADA-USD,190464
2025-09-11,78.17258564520732,79.1043038239815,77.0174584683213,78.91874207011524,870517852.350596,67925255074.68831,cadli,ADA-USD,233853
2025-09-10,76.37793629686992,79.09919483856271,75.92706710481295,78.17258564520732,845882862.232082,65830801476.66237,cadli,ADA-USD,242474
2025-09-09,76.37926670873878,78.93638854493842,75.30074549957662,76.37793629686992,1206811624.49061,93087771357.49905,cadli,ADA-USD,241528
2025-09-08,73.74531789800889,76.70076077664072,73.31257500582389,76.37926670873878,1033268555.39329,77863424218.3633,cadli,ADA-USD,301532
2025-09-07,72.2773851070373,74.3108442406152,72.26735420834727,73.74531789800889,484549178.518163,35507868328.08184,cadli,ADA-USD,329069
2025-09-06,73.35413936844584,73.80691643437535,71.99006453575925,72.2773851070373,400872524.439231,29178363764.443905,cadli,ADA-USD,314149
2025-09-05,71.46398517864031,74.79726619894718,71.07415506196524,73.35413936844584,945645614.434871,69283450727.37668,cadli,ADA-USD,299795
2025-09-04,73.84647701240264,74.29072912243011,70.92673433087953,71.46398517864031,659121794.441435,47590700939.5775,cadli,ADA-USD,314476
2025-09-03,73.69271112202745,74.44154234384027,72.94003450462998,73.84647701240264,646014777.997273,47643733382.6037,cadli,ADA-USD,323748
2025-09-02,70.73805511205263,73.73901875490051,70.4706292972938,73.69271112202745,944378468.560072,68163588566.03265,cadli,ADA-USD,298214
2025-09-01,71.66203870444258,74.48914251694734,69.16275002417194,70.73805511205263,1273781357.42928,91458958243.44864,cadli,ADA-USD,300732
2025-08-31,72.61286466287426,73.96290825713203,71.51884187372474,71.66203870444258,490653559.845817,35765887315.166916,cadli,ADA-USD,335073
2025-08-30,73.0337041075333,74.54070772868445,71.30990593724817,72.61286466287426,623450793.834179,45371094707.318115,cadli,ADA-USD,346715
2025-08-29,75.75923135685055,76.4471092488029,71.62793559389769,73.0337041075333,1383448126.62219,101522130064.84094,cadli,ADA-USD,256299
2025-08-28,75.13121495454823,77.64315913285894,74.43038167105234,75.75923135685055,924652585.183839,70365217667.05092,cadli,ADA-USD,297281
2025-08-27,76.52116137352274,77.44058728077374,74.91648744331394,75.13121495454823,1011635115.25292,77144204872.9293,cadli,ADA-USD,279660
2025-08-26,74.0163753739025,77.22705165725998,73.26476519636526,76.52116137352274,1095667224.83376,82105845057.2609,cadli,ADA-USD,258971
2025-08-25,80.24989366240776,81.89905753251021,73.50578275887709,74.0163753739025,1841642835.36105,142382064522.5429,cadli,ADA-USD,213845
2025-08-24,80.68545678722815,85.04751274782036,78.45279415309476,80.24989366240776,1518774703.54344,122847443017.06607,cadli,ADA-USD,285098
2025-08-23,82.15416675420363,82.71489196548993,78.66884855046868,80.68545678722815,1088358387.59435,87919305107.98773,cadli,ADA-USD,316670
