Date,Open,High,Low,Close,Volume,Volume Quote,Market,Instrument,Total Index
2025-09-13,416079.80177248985,420493.6214049125,414401.0771392302,416772.0840712197,1806586.91192808,753171283775.8739,cadli,ETH-USD,907293
2025-09-12,393694.112730301,417475.0517457036,393039.0421207367,416079.80177248985,4972359.69912684,2008578551268.9285,cadli,ETH-USD,1933237
2025-09-11,383955.2748389859,394977.3550592246,383082.86822193704,393694.112730301,4440299.21237945,1732069455851.876,cadli,ETH-USD,1754585
2025-09-10,380453.0907900337,392767.22101845103,378362.1424552088,383955.2748389859,4600680.06019512,1769035067739.9585,cadli,ETH-USD,1671067
2025-09-09,380161.9843725544,386664.06885370344,377667.2841398361,380453.0907900337,3821873.56623178,1457498413668.1912,cadli,ETH-USD,1644410
2025-09-08,380183.00269660633,386874.66423891607,377922.6756795177,380161.9843725544,3797422.12719189,1448352195350.3652,cadli,ETH-USD,1636423
2025-09-07,377335.25782589876,382639.25106819347,377115.54358126083,380183.00269660633,1804566.12053877,684719988392.2397,cadli,ETH-USD,1129469
2025-09-06,380293.2384669514,382121.7382811774,374931.72462499456,377335.25782589876,2082616.36897559,788720959591.1758,cadli,ETH-USD,1229680
2025-09-05,379556.8471002642,395620.2662663175,376091.53981711785,380293.2384669514,5368504.49439941,2065401967869.7778,cadli,ETH-USD,1785580
2025-09-04,392930.82889046136,395640.5054155042,376775.3569018349,379556.8471002642,4364197.11656923,1681627699408.2505,cadli,ETH-USD,1783288
2025-09-03,381891.5587755533,396182.63452346297,378218.62070736574,392930.82889046136,3994059.26906539,1550955086858.3462,cadli,ETH-USD,1760325
2025-09-02,380903.8736317145,389798.11447636597,376045.55263390514,381891.5587755533,4597310.00844364,1759742078352.391,cadli,ETH-USD,1957217
2025-09-01,387915.88439697895,396304.3670926448,373014.6691780724,380903.8736317145,4457886.0465894,1720180020507.7568,cadli,ETH-USD,1976126
2025-08-31,386208.87687943765,397128.0524574353,386146.8956806124,387915.88439697895,2990750.69030391,1177032266561.4607,cadli,ETH-USD,1514553
2025-08-30,385081.2206949535,389742.54968443897,376267.58165946853,386208.87687943765,2857643.69378496,1100064611602.7788,cadli,ETH-USD,1547324
2025-08-29,398368.5031732283,398701.84545442206,377350.4163108349,385081.2206949535,5774386.74350464,2229280641910.9795,cadli,ETH-USD,2129482
2025-08-28,398017.8174129761,408918.1997591638,391542.67052628123,398368.5031732283,4139612.04369173,1658362584644.7288,cadli,ETH-USD,1956356
2025-08-27,406259.14674260403,411395.58122126147,396232.8086018375,398017.8174129761,5138290.1351495,2082813193762.1182,cadli,ETH-USD,2070911
2025-08-26,386706.2054310041,409014.77180280944,381252.67402218207,406259.14674260403,6539144.25145314,2587803850345.7593,cadli,ETH-USD,2214376
2025-08-25,421974.3129704467,423479.8032577019,383655.6892551782,386706.2054310041,7707206.45148128,3111720135285.636,cadli,ETH-USD,2452775
2025-08-24,421667.26672230306,437339.4210237216,416782.09346189495,421974.3129704467,5911872.68183323,2509315838758.902,cadli,ETH-USD,2009310
2025-08-23,426328.6726115144,426328.6726115144,411662.98251052445,421667.26672230306,3924862.61279397,1641426633482.9104,cadli,ETH-USD,1834137
2025-08-22,373039.12375595083,431113.90096439095,371702.1467647473,426328.6726115144,9004880.96034726,3639856301032.268,cadli,ETH-USD,2445710
2025-08-21,382790.58473696484,383081.57975560863,371369.6440156617,373039.12375595083,4029623.55048004,1520252801686.5808,cadli,ETH-USD,1326805
2025-08-20,359885.49413440685,386338.69187133433,359061.6385656078,382790.58473696484,6256824.44867606,2335119552474.1562,cadli,ETH-USD,241801
2025-08-19,380979.5416474423,384466.66539274156,359319.43243908463,359885.49413440685,6443980.50264982,2397442481935.2236,cadli,ETH-USD,195323
2025-08-18,395038.6112719081,395809.436473953,373549.8025029916,380979.5416474423,6599991.09022988,2523001643369.927,cadli,ETH-USD,211720
2025-08-17,390603.25158176926,403829.11232692364,388305.8780758335,395038.6112719081,3472627.93372916,1379106633464.43,cadli,ETH-USD,607424
2025-08-16,392226.90210989356,396584.2040060315,386467.0303508473,390603.25158176926,2873685.88677564,1123561265406.3687,cadli,ETH-USD,589997
2025-08-15,401623.9530717388,411910.50770676037,386152.09816037514,392226.90210989356,6403757.68962571,2558117387121.303,cadli,ETH-USD,266307
2025-08-14,419115.6964554111,422292.70431283064,393748.5918738892,401623.9530717388,8813208.89242932,3597804395985.816,cadli,ETH-USD,140949
2025-08-13,405089.82444905315,421998.4527769605,402989.8621574581,419115.6964554111,6948190.32319048,2869311512289.207,cadli,ETH-USD,129139
2025-08-12,372812.4255434124,408830.35693238035,372529.7404185293,405089.82444905315,6849012.47601371,2674913397499.243,cadli,ETH-USD,242934
2025-08-11,375144.60934264987,384692.2760041228,367812.3541147408,372812.4255434124,6090531.5852331,2297201873746.4194,cadli,ETH-USD,229861
2025-08-10,376078.87002390233,381985.8639013165,367246.9198127328,375144.60934264987,4060464.08546372,1515503844104.8196,cadli,ETH-USD,364362
2025-08-09,353916.775809233,381414.67238795327,353699.1147849361,376078.87002390233,5336657.8894165,1973088143586.9338,cadli,ETH-USD,491735
2025-08-08,345171.3658379048,358993.66944440117,342546.96181445883,353916.775809233,5807154.84412621,2031482705741.2466,cadli,ETH-USD,414791
2025-08-07,325206.24762819195,346459.16541126627,322199.5136055604,345171.3658379048,5073218.92646621,1702796333877.4998,cadli,ETH-USD,407371
2025-08-06,318877.413679262,326499.3667146428,314760.68091859814,325206.24762819195,3561959.28686202,1141334432413.0513,cadli,ETH-USD,470822
2025-08-05,328472.09256950207,328478.37151499017,313224.72603944916,318877.413679262,4492434.91383737,1436632184345.417,cadli,ETH-USD,376051
2025-08-04,308852.8133328897,329825.6026983991,308380.39549343364,328472.09256950207,4410317.16852469,1409311055288.1663,cadli,ETH-USD,522243
2025-08-03,299648.70544683415,310948.5351918087,296537.7463168542,308852.8133328897,2857525.67584438,874203454525.4038,cadli,ETH-USD,707492
2025-08-02,307844.2460625468,312169.6282899329,297670.0536975466,299648.70544683415,4565954.30584656,1394997378369.5195,cadli,ETH-USD,369168
2025-08-01,326465.30531224166,328615.8304066744,303210.5599204512,307844.2460625468,6962998.23986156,2216655469125.532,cadli,ETH-USD,117374
2025-07-31,336225.8572151606,342242.36523699266,325441.5380246169,326465.30531224166,4348245.50285983,1457522227189.7222,cadli,ETH-USD,224491
2025-07-30,334862.5840922289,338331.9675648787,325335.7881563562,336225.8572151606,4526802.70854385,1509976299835.508,cadli,ETH-USD,219023
2025-07-29,335194.7900212812,342832.215400002,328321.3952567105,334862.5840922289,4892734.55710525,1640060580082.657,cadli,ETH-USD,266341
2025-07-28,341795.03140555945,347675.79137670615,331476.18436659034,335194.7900212812,4873563.28030589,1653304375636.319,cadli,ETH-USD,235531
2025-07-27,330237.4284795556,342220.694193606,329411.3688943522,341795.03140555945,3524102.72219943,1186295608298.8452,cadli,ETH-USD,451807
